Data_Year,Quarter,FUEL_TYPE,ZIP,Number of Vehicles
2013,NA,Electric,90604,4
2013,NA,PHEV,90604,9
2013,NA,Electric,90605,3
2013,NA,PHEV,90605,14
2013,NA,Electric,90606,6
2013,NA,PHEV,90606,4
2013,NA,Electric,90620,15
2013,NA,PHEV,90620,17
2013,NA,Electric,90621,15
2013,NA,PHEV,90621,19
2013,NA,Electric,90623,7
2013,NA,PHEV,90623,12
2013,NA,Electric,90630,23
2013,NA,PHEV,90630,35
2013,NA,Electric,90631,28
2013,NA,PHEV,90631,26
2013,NA,Electric,90638,22
2013,NA,PHEV,90638,18
2013,NA,Electric,90640,5
2013,NA,PHEV,90640,16
2013,NA,Electric,90650,10
2013,NA,PHEV,90650,19
2013,NA,Electric,90660,3
2013,NA,PHEV,90660,11
2013,NA,Electric,90670,5
2013,NA,PHEV,90670,8
2013,NA,Electric,90680,4
2013,NA,PHEV,90680,8
2013,NA,Electric,90701,5
2013,NA,PHEV,90701,8
2013,NA,Electric,90703,35
2013,NA,PHEV,90703,50
2013,NA,Electric,90704,3
2013,NA,Electric,90706,7
2013,NA,PHEV,90706,15
2013,NA,Electric,90710,4
2013,NA,PHEV,90710,9
2013,NA,Electric,90712,7
2013,NA,PHEV,90712,15
2013,NA,Electric,90713,12
2013,NA,PHEV,90713,13
2013,NA,Electric,90715,9
2013,NA,PHEV,90715,8
2013,NA,Electric,90716,2
2013,NA,PHEV,90716,1
2013,NA,Electric,90717,4
2013,NA,PHEV,90717,9
2013,NA,Electric,90720,29
2013,NA,PHEV,90720,35
2013,NA,Electric,90723,5
2013,NA,PHEV,90723,5
2013,NA,Electric,90731,13
2013,NA,PHEV,90731,19
2013,NA,Electric,90732,17
2013,NA,PHEV,90732,24
2013,NA,Electric,90740,23
2013,NA,PHEV,90740,33
2013,NA,Electric,90742,1
2013,NA,PHEV,90742,2
2013,NA,Electric,90743,1
2013,NA,PHEV,90743,6
2013,NA,Electric,90744,3
2013,NA,PHEV,90744,8
2013,NA,Electric,90745,13
2013,NA,PHEV,90745,9
2013,NA,Electric,90746,6
2013,NA,PHEV,90746,7
2013,NA,PHEV,90748,1
2013,NA,Electric,90755,8
2013,NA,PHEV,90755,15
2013,NA,Electric,90802,9
2013,NA,PHEV,90802,16
2013,NA,Electric,90803,46
2013,NA,PHEV,90803,78
2013,NA,Electric,90804,11
2013,NA,PHEV,90804,15
2013,NA,Electric,90805,6
2013,NA,PHEV,90805,11
2013,NA,Electric,90806,7
2013,NA,PHEV,90806,9
2013,NA,Electric,90807,30
2013,NA,PHEV,90807,32
2013,NA,Electric,90808,20
2013,NA,PHEV,90808,38
2013,NA,Electric,90809,1
2013,NA,Electric,90810,1
2013,NA,PHEV,90810,3
2013,NA,Electric,90813,6
2013,NA,PHEV,90813,5
2013,NA,Electric,90814,13
2013,NA,PHEV,90814,32
2013,NA,Electric,90815,23
2013,NA,PHEV,90815,37
2013,NA,Electric,91001,25
2013,NA,PHEV,91001,28
2013,NA,Electric,91006,25
2013,NA,PHEV,91006,24
2013,NA,Electric,91007,15
2013,NA,PHEV,91007,31
2013,NA,Electric,91009,1
2013,NA,Electric,91010,5
2013,NA,PHEV,91010,10
2013,NA,Electric,91011,50
2013,NA,PHEV,91011,39
2013,NA,PHEV,91012,2
2013,NA,Electric,91016,17
2013,NA,PHEV,91016,33
2013,NA,Electric,91017,1
2013,NA,Electric,91020,3
2013,NA,PHEV,91020,6
2013,NA,Electric,91024,17
2013,NA,PHEV,91024,12
2013,NA,Electric,91030,28
2013,NA,PHEV,91030,19
2013,NA,Electric,91040,14
2013,NA,PHEV,91040,12
2013,NA,Electric,91042,9
2013,NA,PHEV,91042,16
2013,NA,PHEV,91066,1
2013,NA,Electric,91101,12
2013,NA,PHEV,91101,8
2013,NA,PHEV,91102,1
2013,NA,Electric,91103,21
2013,NA,PHEV,91103,13
2013,NA,Electric,91104,26
2013,NA,PHEV,91104,27
2013,NA,Electric,91105,18
2013,NA,PHEV,91105,16
2013,NA,Electric,91106,17
2013,NA,PHEV,91106,18
2013,NA,Electric,91107,18
2013,NA,PHEV,91107,27
2013,NA,Electric,91108,39
2013,NA,PHEV,91108,21
2013,NA,Electric,91109,1
2013,NA,Electric,91116,1
2013,NA,PHEV,91116,1
2013,NA,PHEV,91118,1
2013,NA,Electric,91201,5
2013,NA,PHEV,91201,21
2013,NA,Electric,91202,10
2013,NA,PHEV,91202,23
2013,NA,Electric,91203,7
2013,NA,PHEV,91203,10
2013,NA,Electric,91204,4
2013,NA,PHEV,91204,7
2013,NA,Electric,91205,9
2013,NA,PHEV,91205,22
2013,NA,Electric,91206,25
2013,NA,PHEV,91206,31
2013,NA,Electric,91207,11
2013,NA,PHEV,91207,15
2013,NA,Electric,91208,15
2013,NA,PHEV,91208,18
2013,NA,PHEV,91210,1
2013,NA,Electric,91214,18
2013,NA,PHEV,91214,32
2013,NA,Electric,91301,33
2013,NA,PHEV,91301,46
2013,NA,Electric,91302,75
2013,NA,PHEV,91302,63
2013,NA,Electric,91303,2
2013,NA,PHEV,91303,9
2013,NA,Electric,91304,17
2013,NA,PHEV,91304,17
2013,NA,Electric,91306,8
2013,NA,PHEV,91306,24
2013,NA,Electric,91307,28
2013,NA,PHEV,91307,54
2013,NA,Electric,91311,18
2013,NA,PHEV,91311,35
2013,NA,Electric,91316,33
2013,NA,PHEV,91316,29
2013,NA,Electric,91320,45
2013,NA,PHEV,91320,45
2013,NA,Electric,91321,8
2013,NA,PHEV,91321,30
2013,NA,Electric,91324,7
2013,NA,PHEV,91324,23
2013,NA,Electric,91325,23
2013,NA,PHEV,91325,28
2013,NA,Electric,91326,40
2013,NA,PHEV,91326,75
2013,NA,Electric,91331,2
2013,NA,PHEV,91331,9
2013,NA,Electric,91335,7
2013,NA,PHEV,91335,31
2013,NA,Electric,91337,1
2013,NA,Electric,91340,2
2013,NA,PHEV,91340,5
2013,NA,Electric,91342,18
2013,NA,PHEV,91342,25
2013,NA,Electric,91343,6
2013,NA,PHEV,91343,28
2013,NA,Electric,91344,26
2013,NA,PHEV,91344,54
2013,NA,Electric,91345,1
2013,NA,PHEV,91345,7
2013,NA,Electric,91350,8
2013,NA,PHEV,91350,55
2013,NA,Electric,91351,15
2013,NA,PHEV,91351,33
2013,NA,Electric,91352,5
2013,NA,PHEV,91352,12
2013,NA,Electric,91354,24
2013,NA,PHEV,91354,65
2013,NA,Electric,91355,16
2013,NA,PHEV,91355,45
2013,NA,Electric,91356,41
2013,NA,PHEV,91356,47
2013,NA,Electric,91360,25
2013,NA,PHEV,91360,32
2013,NA,Electric,91361,43
2013,NA,PHEV,91361,42
2013,NA,Electric,91362,57
2013,NA,PHEV,91362,43
2013,NA,Electric,91364,44
2013,NA,PHEV,91364,47
2013,NA,Electric,91367,37
2013,NA,PHEV,91367,56
2013,NA,Electric,91377,18
2013,NA,PHEV,91377,27
2013,NA,PHEV,91380,1
2013,NA,Electric,91381,17
2013,NA,PHEV,91381,46
2013,NA,Electric,91384,10
2013,NA,PHEV,91384,21
2013,NA,PHEV,91385,1
2013,NA,Electric,91387,8
2013,NA,PHEV,91387,19
2013,NA,Electric,91390,9
2013,NA,PHEV,91390,21
2013,NA,Electric,91401,18
2013,NA,PHEV,91401,35
2013,NA,Electric,91402,5
2013,NA,PHEV,91402,9
2013,NA,Electric,91403,52
2013,NA,PHEV,91403,55
2013,NA,Electric,91405,10
2013,NA,PHEV,91405,16
2013,NA,Electric,91406,14
2013,NA,PHEV,91406,36
2013,NA,PHEV,91409,1
2013,NA,Electric,91411,5
2013,NA,PHEV,91411,27
2013,NA,Electric,91413,1
2013,NA,PHEV,91416,1
2013,NA,Electric,91423,43
2013,NA,PHEV,91423,61
2013,NA,Electric,91436,77
2013,NA,PHEV,91436,54
2013,NA,Electric,91501,8
2013,NA,PHEV,91501,17
2013,NA,Electric,91502,9
2013,NA,PHEV,91502,12
2013,NA,Electric,91504,16
2013,NA,PHEV,91504,21
2013,NA,Electric,91505,13
2013,NA,PHEV,91505,24
2013,NA,Electric,91506,5
2013,NA,PHEV,91506,13
2013,NA,Electric,91510,2
2013,NA,Electric,91521,1
2013,NA,Electric,91601,19
2013,NA,PHEV,91601,25
2013,NA,Electric,91602,12
2013,NA,PHEV,91602,23
2013,NA,Electric,91604,76
2013,NA,PHEV,91604,49
2013,NA,Electric,91605,3
2013,NA,PHEV,91605,18
2013,NA,Electric,91606,4
2013,NA,PHEV,91606,12
2013,NA,Electric,91607,18
2013,NA,PHEV,91607,29
2013,NA,Electric,91610,1
2013,NA,Electric,91701,5
2013,NA,PHEV,91701,16
2013,NA,Electric,91702,17
2013,NA,PHEV,91702,20
2013,NA,Electric,91706,8
2013,NA,PHEV,91706,8
2013,NA,Electric,91708,12
2013,NA,PHEV,91708,7
2013,NA,Electric,91709,71
2013,NA,PHEV,91709,74
2013,NA,Electric,91710,27
2013,NA,PHEV,91710,29
2013,NA,Electric,91711,37
2013,NA,PHEV,91711,34
2013,NA,Electric,91722,8
2013,NA,PHEV,91722,11
2013,NA,Electric,91723,4
2013,NA,Electric,91724,9
2013,NA,PHEV,91724,17
2013,NA,Electric,91729,1
2013,NA,PHEV,91729,2
2013,NA,Electric,91730,6
2013,NA,PHEV,91730,21
2013,NA,Electric,91731,2
2013,NA,PHEV,91731,3
2013,NA,Electric,91732,4
2013,NA,PHEV,91732,8
2013,NA,Electric,91733,3
2013,NA,PHEV,91733,4
2013,NA,Electric,91734,1
2013,NA,Electric,91737,8
2013,NA,PHEV,91737,18
2013,NA,Electric,91739,18
2013,NA,PHEV,91739,32
2013,NA,Electric,91740,8
2013,NA,PHEV,91740,9
2013,NA,Electric,91741,13
2013,NA,PHEV,91741,21
2013,NA,Electric,91744,7
2013,NA,PHEV,91744,4
2013,NA,Electric,91745,23
2013,NA,PHEV,91745,34
2013,NA,Electric,91746,1
2013,NA,PHEV,91746,2
2013,NA,Electric,91748,29
2013,NA,PHEV,91748,32
2013,NA,Electric,91750,17
2013,NA,PHEV,91750,30
2013,NA,Electric,91752,5
2013,NA,PHEV,91752,13
2013,NA,Electric,91754,15
2013,NA,PHEV,91754,17
2013,NA,Electric,91755,10
2013,NA,PHEV,91755,12
2013,NA,Electric,91761,2
2013,NA,PHEV,91761,14
2013,NA,Electric,91762,1
2013,NA,PHEV,91762,15
2013,NA,Electric,91763,1
2013,NA,PHEV,91763,1
2013,NA,Electric,91764,4
2013,NA,PHEV,91764,4
2013,NA,Electric,91765,67
2013,NA,PHEV,91765,54
2013,NA,Electric,91766,13
2013,NA,PHEV,91766,11
2013,NA,Electric,91767,8
2013,NA,PHEV,91767,10
2013,NA,Electric,91768,8
2013,NA,PHEV,91768,7
2013,NA,Electric,91770,14
2013,NA,PHEV,91770,13
2013,NA,Electric,91773,11
2013,NA,PHEV,91773,27
2013,NA,Electric,91775,20
2013,NA,PHEV,91775,15
2013,NA,Electric,91776,12
2013,NA,PHEV,91776,12
2013,NA,PHEV,91778,1
2013,NA,Electric,91780,18
2013,NA,PHEV,91780,21
2013,NA,Electric,91784,16
2013,NA,PHEV,91784,43
2013,NA,PHEV,91785,1
2013,NA,Electric,91786,7
2013,NA,PHEV,91786,17
2013,NA,Electric,91789,42
2013,NA,PHEV,91789,36
2013,NA,Electric,91790,8
2013,NA,PHEV,91790,12
2013,NA,Electric,91791,14
2013,NA,PHEV,91791,22
2013,NA,Electric,91792,9
2013,NA,PHEV,91792,1
2013,NA,Electric,91801,8
2013,NA,PHEV,91801,16
2013,NA,Electric,91803,9
2013,NA,PHEV,91803,9
2013,NA,Electric,91901,4
2013,NA,PHEV,91901,8
2013,NA,Electric,91902,10
2013,NA,PHEV,91902,8
2013,NA,Electric,91906,1
2013,NA,PHEV,91906,1
2013,NA,Electric,91910,9
2013,NA,PHEV,91910,20
2013,NA,Electric,91911,8
2013,NA,PHEV,91911,6
2013,NA,Electric,91912,1
2013,NA,Electric,91913,19
2013,NA,PHEV,91913,14
2013,NA,Electric,91914,10
2013,NA,PHEV,91914,8
2013,NA,Electric,91915,8
2013,NA,PHEV,91915,7
2013,NA,PHEV,91917,1
2013,NA,Electric,91932,3
2013,NA,PHEV,91932,3
2013,NA,PHEV,91933,1
2013,NA,Electric,91934,1
2013,NA,Electric,91935,4
2013,NA,PHEV,91935,4
2013,NA,Electric,91941,22
2013,NA,PHEV,91941,24
2013,NA,Electric,91942,7
2013,NA,PHEV,91942,9
2013,NA,Electric,91945,2
2013,NA,PHEV,91945,3
2013,NA,Electric,91950,4
2013,NA,PHEV,91950,4
2013,NA,Electric,91977,10
2013,NA,PHEV,91977,6
2013,NA,Electric,91978,1
2013,NA,PHEV,91978,2
2013,NA,Electric,92003,5
2013,NA,PHEV,92003,6
2013,NA,Electric,92004,1
2013,NA,PHEV,92004,4
2013,NA,Electric,92007,16
2013,NA,PHEV,92007,9
2013,NA,Electric,92008,18
2013,NA,PHEV,92008,16
2013,NA,Electric,92009,58
2013,NA,PHEV,92009,41
2013,NA,Electric,92010,9
2013,NA,PHEV,92010,9
2013,NA,Electric,92011,24
2013,NA,PHEV,92011,21
2013,NA,Electric,92013,2
2013,NA,Electric,92014,59
2013,NA,PHEV,92014,17
2013,NA,Electric,92019,17
2013,NA,PHEV,92019,11
2013,NA,Electric,92020,11
2013,NA,PHEV,92020,12
2013,NA,Electric,92021,7
2013,NA,PHEV,92021,5
2013,NA,PHEV,92023,1
2013,NA,Electric,92024,91
2013,NA,PHEV,92024,49
2013,NA,Electric,92025,14
2013,NA,PHEV,92025,7
2013,NA,Electric,92026,8
2013,NA,PHEV,92026,22
2013,NA,Electric,92027,17
2013,NA,PHEV,92027,10
2013,NA,Electric,92028,8
2013,NA,PHEV,92028,26
2013,NA,Electric,92029,13
2013,NA,PHEV,92029,12
2013,NA,Electric,92037,116
2013,NA,PHEV,92037,46
2013,NA,Electric,92038,3
2013,NA,Electric,92040,5
2013,NA,PHEV,92040,6
2013,NA,PHEV,92046,2
2013,NA,PHEV,92051,1
2013,NA,PHEV,92052,1
2013,NA,Electric,92054,6
2013,NA,PHEV,92054,14
2013,NA,PHEV,92055,3
2013,NA,Electric,92056,19
2013,NA,PHEV,92056,26
2013,NA,Electric,92057,11
2013,NA,PHEV,92057,23
2013,NA,Electric,92058,3
2013,NA,PHEV,92058,6
2013,NA,Electric,92061,1
2013,NA,PHEV,92061,1
2013,NA,Electric,92064,38
2013,NA,PHEV,92064,23
2013,NA,Electric,92065,15
2013,NA,PHEV,92065,23
2013,NA,Electric,92067,73
2013,NA,PHEV,92067,11
2013,NA,Electric,92069,8
2013,NA,PHEV,92069,9
2013,NA,Electric,92071,11
2013,NA,PHEV,92071,12
2013,NA,Electric,92075,21
2013,NA,PHEV,92075,17
2013,NA,Electric,92078,31
2013,NA,PHEV,92078,31
2013,NA,Electric,92081,10
2013,NA,PHEV,92081,12
2013,NA,Electric,92082,7
2013,NA,PHEV,92082,12
2013,NA,Electric,92083,3
2013,NA,PHEV,92083,4
2013,NA,Electric,92084,7
2013,NA,PHEV,92084,14
2013,NA,PHEV,92085,1
2013,NA,Electric,92091,20
2013,NA,PHEV,92091,3
2013,NA,PHEV,92093,1
2013,NA,Electric,92101,29
2013,NA,PHEV,92101,26
2013,NA,Electric,92102,11
2013,NA,PHEV,92102,6
2013,NA,Electric,92103,30
2013,NA,PHEV,92103,17
2013,NA,Electric,92104,25
2013,NA,PHEV,92104,8
2013,NA,Electric,92105,2
2013,NA,Electric,92106,19
2013,NA,PHEV,92106,13
2013,NA,Electric,92107,15
2013,NA,PHEV,92107,13
2013,NA,Electric,92108,2
2013,NA,PHEV,92108,9
2013,NA,Electric,92109,24
2013,NA,PHEV,92109,16
2013,NA,Electric,92110,17
2013,NA,PHEV,92110,13
2013,NA,Electric,92111,17
2013,NA,PHEV,92111,24
2013,NA,Electric,92112,1
2013,NA,PHEV,92112,1
2013,NA,Electric,92113,2
2013,NA,PHEV,92113,5
2013,NA,Electric,92114,5
2013,NA,PHEV,92114,5
2013,NA,Electric,92115,12
2013,NA,PHEV,92115,16
2013,NA,Electric,92116,16
2013,NA,PHEV,92116,13
2013,NA,Electric,92117,17
2013,NA,PHEV,92117,26
2013,NA,Electric,92118,30
2013,NA,PHEV,92118,13
2013,NA,Electric,92119,12
2013,NA,PHEV,92119,4
2013,NA,Electric,92120,12
2013,NA,PHEV,92120,10
2013,NA,Electric,92121,20
2013,NA,PHEV,92121,5
2013,NA,Electric,92122,31
2013,NA,PHEV,92122,17
2013,NA,Electric,92123,17
2013,NA,PHEV,92123,8
2013,NA,Electric,92124,22
2013,NA,PHEV,92124,11
2013,NA,Electric,92126,30
2013,NA,PHEV,92126,25
2013,NA,Electric,92127,82
2013,NA,PHEV,92127,39
2013,NA,Electric,92128,48
2013,NA,PHEV,92128,21
2013,NA,Electric,92129,50
2013,NA,PHEV,92129,22
2013,NA,Electric,92130,132
2013,NA,PHEV,92130,41
2013,NA,Electric,92131,46
2013,NA,PHEV,92131,26
2013,NA,Electric,92139,1
2013,NA,PHEV,92139,2
2013,NA,Electric,92154,9
2013,NA,PHEV,92154,9
2013,NA,PHEV,92163,2
2013,NA,Electric,92168,1
2013,NA,PHEV,92172,1
2013,NA,Electric,92173,1
2013,NA,Electric,92178,1
2013,NA,PHEV,92178,2
2013,NA,PHEV,92191,1
2013,NA,Electric,92201,7
2013,NA,PHEV,92201,9
2013,NA,Electric,92203,5
2013,NA,PHEV,92203,7
2013,NA,Electric,92210,8
2013,NA,PHEV,92210,1
2013,NA,Electric,92211,8
2013,NA,PHEV,92211,9
2013,NA,PHEV,92220,5
2013,NA,Electric,92223,4
2013,NA,PHEV,92223,7
2013,NA,Electric,92227,2
2013,NA,PHEV,92227,1
2013,NA,PHEV,92230,1
2013,NA,Electric,92231,1
2013,NA,PHEV,92231,1
2013,NA,Electric,92234,3
2013,NA,PHEV,92234,8
2013,NA,Electric,92240,2
2013,NA,PHEV,92240,5
2013,NA,Electric,92241,1
2013,NA,PHEV,92241,1
2013,NA,Electric,92243,1
2013,NA,PHEV,92243,3
2013,NA,PHEV,92251,1
2013,NA,PHEV,92252,2
2013,NA,Electric,92253,13
2013,NA,PHEV,92253,15
2013,NA,Electric,92255,1
2013,NA,PHEV,92255,1
2013,NA,PHEV,92256,1
2013,NA,PHEV,92257,1
2013,NA,Electric,92258,1
2013,NA,Electric,92260,3
2013,NA,PHEV,92260,10
2013,NA,Electric,92262,6
2013,NA,PHEV,92262,12
2013,NA,Electric,92264,6
2013,NA,PHEV,92264,24
2013,NA,Electric,92270,8
2013,NA,PHEV,92270,11
2013,NA,PHEV,92275,1
2013,NA,PHEV,92276,1
2013,NA,Electric,92282,1
2013,NA,PHEV,92282,1
2013,NA,Electric,92284,2
2013,NA,PHEV,92284,2
2013,NA,PHEV,92301,1
2013,NA,Electric,92307,4
2013,NA,PHEV,92307,12
2013,NA,Electric,92308,4
2013,NA,PHEV,92308,2
2013,NA,Electric,92311,1
2013,NA,PHEV,92312,1
2013,NA,PHEV,92313,4
2013,NA,Electric,92314,1
2013,NA,Electric,92316,4
2013,NA,PHEV,92316,2
2013,NA,Electric,92317,1
2013,NA,Electric,92320,3
2013,NA,PHEV,92320,2
2013,NA,PHEV,92321,1
2013,NA,Electric,92324,2
2013,NA,PHEV,92324,5
2013,NA,Electric,92325,1
2013,NA,PHEV,92325,1
2013,NA,PHEV,92331,1
2013,NA,Electric,92335,2
2013,NA,PHEV,92335,12
2013,NA,Electric,92336,14
2013,NA,PHEV,92336,30
2013,NA,Electric,92337,4
2013,NA,PHEV,92337,9
2013,NA,Electric,92342,1
2013,NA,Electric,92344,1
2013,NA,PHEV,92344,2
2013,NA,Electric,92345,8
2013,NA,PHEV,92345,3
2013,NA,Electric,92346,9
2013,NA,PHEV,92346,5
2013,NA,PHEV,92352,2
2013,NA,Electric,92354,3
2013,NA,PHEV,92354,2
2013,NA,PHEV,92356,1
2013,NA,Electric,92359,1
2013,NA,Electric,92364,2
2013,NA,PHEV,92366,1
2013,NA,Electric,92371,1
2013,NA,PHEV,92371,1
2013,NA,Electric,92373,13
2013,NA,PHEV,92373,18
2013,NA,Electric,92374,5
2013,NA,PHEV,92374,4
2013,NA,Electric,92376,3
2013,NA,PHEV,92376,8
2013,NA,Electric,92377,5
2013,NA,PHEV,92377,1
2013,NA,PHEV,92382,2
2013,NA,PHEV,92386,1
2013,NA,Electric,92392,1
2013,NA,PHEV,92392,5
2013,NA,Electric,92394,4
2013,NA,Electric,92395,3
2013,NA,PHEV,92395,6
2013,NA,Electric,92397,3
2013,NA,PHEV,92397,1
2013,NA,PHEV,92398,1
2013,NA,Electric,92399,5
2013,NA,PHEV,92399,9
2013,NA,Electric,92401,1
2013,NA,Electric,92404,2
2013,NA,PHEV,92404,6
2013,NA,PHEV,92405,1
2013,NA,Electric,92407,4
2013,NA,PHEV,92407,8
2013,NA,PHEV,92408,5
2013,NA,PHEV,92410,1
2013,NA,Electric,92411,1
2013,NA,Electric,92501,2
2013,NA,PHEV,92501,5
2013,NA,Electric,92502,1
2013,NA,Electric,92503,20
2013,NA,PHEV,92503,27
2013,NA,Electric,92504,7
2013,NA,PHEV,92504,15
2013,NA,Electric,92505,6
2013,NA,PHEV,92505,12
2013,NA,Electric,92506,9
2013,NA,PHEV,92506,36
2013,NA,Electric,92507,7
2013,NA,PHEV,92507,9
2013,NA,Electric,92508,15
2013,NA,PHEV,92508,16
2013,NA,Electric,92509,6
2013,NA,PHEV,92509,6
2013,NA,Electric,92530,3
2013,NA,PHEV,92530,10
2013,NA,Electric,92532,7
2013,NA,PHEV,92532,11
2013,NA,PHEV,92536,1
2013,NA,Electric,92539,1
2013,NA,Electric,92543,1
2013,NA,PHEV,92543,1
2013,NA,Electric,92544,2
2013,NA,PHEV,92544,7
2013,NA,Electric,92545,5
2013,NA,PHEV,92545,5
2013,NA,PHEV,92546,1
2013,NA,PHEV,92551,1
2013,NA,Electric,92553,5
2013,NA,PHEV,92553,5
2013,NA,Electric,92555,9
2013,NA,PHEV,92555,7
2013,NA,Electric,92557,5
2013,NA,PHEV,92557,11
2013,NA,PHEV,92561,2
2013,NA,Electric,92562,12
2013,NA,PHEV,92562,22
2013,NA,Electric,92563,6
2013,NA,PHEV,92563,17
2013,NA,Electric,92570,2
2013,NA,PHEV,92570,13
2013,NA,Electric,92571,3
2013,NA,PHEV,92571,4
2013,NA,Electric,92582,1
2013,NA,PHEV,92582,2
2013,NA,Electric,92583,1
2013,NA,PHEV,92583,4
2013,NA,Electric,92584,3
2013,NA,PHEV,92584,10
2013,NA,Electric,92585,2
2013,NA,PHEV,92585,5
2013,NA,Electric,92586,1
2013,NA,PHEV,92586,2
2013,NA,Electric,92587,7
2013,NA,PHEV,92587,3
2013,NA,Electric,92589,1
2013,NA,PHEV,92590,3
2013,NA,Electric,92591,3
2013,NA,PHEV,92591,11
2013,NA,Electric,92592,9
2013,NA,PHEV,92592,31
2013,NA,Electric,92595,5
2013,NA,PHEV,92595,11
2013,NA,Electric,92596,4
2013,NA,PHEV,92596,6
2013,NA,Electric,92602,35
2013,NA,PHEV,92602,31
2013,NA,Electric,92603,63
2013,NA,PHEV,92603,37
2013,NA,Electric,92604,20
2013,NA,PHEV,92604,20
2013,NA,Electric,92606,22
2013,NA,PHEV,92606,28
2013,NA,Electric,92610,10
2013,NA,PHEV,92610,20
2013,NA,Electric,92612,22
2013,NA,PHEV,92612,51
2013,NA,Hydrogen,92612,1
2013,NA,Electric,92614,20
2013,NA,PHEV,92614,33
2013,NA,Electric,92617,7
2013,NA,PHEV,92617,12
2013,NA,Electric,92618,60
2013,NA,PHEV,92618,63
2013,NA,Electric,92619,1
2013,NA,PHEV,92619,4
2013,NA,Electric,92620,70
2013,NA,PHEV,92620,67
2013,NA,Electric,92624,10
2013,NA,PHEV,92624,8
2013,NA,Electric,92625,69
2013,NA,PHEV,92625,37
2013,NA,Hydrogen,92625,1
2013,NA,Electric,92626,43
2013,NA,PHEV,92626,49
2013,NA,Electric,92627,20
2013,NA,PHEV,92627,44
2013,NA,Electric,92629,24
2013,NA,PHEV,92629,27
2013,NA,Electric,92630,24
2013,NA,PHEV,92630,44
2013,NA,Electric,92637,1
2013,NA,PHEV,92637,4
2013,NA,Electric,92646,32
2013,NA,PHEV,92646,54
2013,NA,Electric,92647,24
2013,NA,PHEV,92647,26
2013,NA,Electric,92648,77
2013,NA,PHEV,92648,73
2013,NA,Electric,92649,37
2013,NA,PHEV,92649,61
2013,NA,Electric,92651,96
2013,NA,PHEV,92651,44
2013,NA,Electric,92652,2
2013,NA,Electric,92653,34
2013,NA,PHEV,92653,34
2013,NA,Electric,92654,1
2013,NA,PHEV,92654,1
2013,NA,Electric,92655,2
2013,NA,PHEV,92655,2
2013,NA,Electric,92656,52
2013,NA,PHEV,92656,62
2013,NA,Electric,92657,69
2013,NA,PHEV,92657,28
2013,NA,PHEV,92658,1
2013,NA,Electric,92660,65
2013,NA,PHEV,92660,64
2013,NA,Electric,92661,10
2013,NA,PHEV,92661,2
2013,NA,Electric,92662,2
2013,NA,PHEV,92662,1
2013,NA,Electric,92663,34
2013,NA,PHEV,92663,37
2013,NA,Electric,92672,35
2013,NA,PHEV,92672,29
2013,NA,Electric,92673,47
2013,NA,PHEV,92673,50
2013,NA,Electric,92675,29
2013,NA,PHEV,92675,37
2013,NA,Electric,92676,4
2013,NA,PHEV,92676,5
2013,NA,Electric,92677,57
2013,NA,PHEV,92677,67
2013,NA,PHEV,92678,1
2013,NA,Electric,92679,52
2013,NA,PHEV,92679,49
2013,NA,Electric,92683,18
2013,NA,PHEV,92683,34
2013,NA,Electric,92684,1
2013,NA,Electric,92688,30
2013,NA,PHEV,92688,37
2013,NA,Electric,92690,1
2013,NA,Electric,92691,24
2013,NA,PHEV,92691,53
2013,NA,Electric,92692,27
2013,NA,PHEV,92692,54
2013,NA,PHEV,92693,1
2013,NA,Electric,92694,37
2013,NA,PHEV,92694,63
2013,NA,Electric,92701,5
2013,NA,PHEV,92701,10
2013,NA,Electric,92703,5
2013,NA,PHEV,92703,5
2013,NA,Electric,92704,11
2013,NA,PHEV,92704,16
2013,NA,Electric,92705,43
2013,NA,PHEV,92705,44
2013,NA,Electric,92706,8
2013,NA,PHEV,92706,13
2013,NA,Electric,92707,2
2013,NA,PHEV,92707,7
2013,NA,Electric,92708,33
2013,NA,PHEV,92708,39
2013,NA,Electric,92780,10
2013,NA,PHEV,92780,18
2013,NA,PHEV,92781,1
2013,NA,Electric,92782,50
2013,NA,PHEV,92782,29
2013,NA,Electric,92801,10
2013,NA,PHEV,92801,8
2013,NA,Electric,92802,5
2013,NA,PHEV,92802,6
2013,NA,Electric,92804,16
2013,NA,PHEV,92804,14
2013,NA,Electric,92805,11
2013,NA,PHEV,92805,10
2013,NA,Electric,92806,13
2013,NA,PHEV,92806,17
2013,NA,Electric,92807,40
2013,NA,PHEV,92807,51
2013,NA,Electric,92808,22
2013,NA,PHEV,92808,29
2013,NA,PHEV,92817,3
2013,NA,Electric,92821,41
2013,NA,PHEV,92821,54
2013,NA,Electric,92823,10
2013,NA,PHEV,92823,11
2013,NA,Electric,92831,19
2013,NA,PHEV,92831,19
2013,NA,Electric,92832,9
2013,NA,PHEV,92832,12
2013,NA,Electric,92833,23
2013,NA,PHEV,92833,24
2013,NA,Electric,92835,28
2013,NA,PHEV,92835,36
2013,NA,Electric,92840,11
2013,NA,PHEV,92840,12
2013,NA,Electric,92841,4
2013,NA,PHEV,92841,6
2013,NA,Electric,92843,5
2013,NA,PHEV,92843,12
2013,NA,Electric,92844,3
2013,NA,PHEV,92844,8
2013,NA,Electric,92845,6
2013,NA,PHEV,92845,13
2013,NA,Electric,92860,2
2013,NA,PHEV,92860,13
2013,NA,Electric,92861,9
