Data_Year,Quarter,FUEL_TYPE,ZIP,Number of Vehicles
2021,Q4,PHEV,94804,11
2021,Q4,Electric,94805,10
2021,Q4,PHEV,94805,2
2021,Q4,Electric,94806,40
2021,Q4,PHEV,94806,12
2021,Q4,Electric,94901,83
2021,Q4,PHEV,94901,28
2021,Q4,Electric,94903,60
2021,Q4,PHEV,94903,13
2021,Q4,Electric,94904,49
2021,Q4,Hydrogen,94904,1
2021,Q4,PHEV,94904,14
2021,Q4,Electric,94913,1
2021,Q4,Electric,94920,71
2021,Q4,Hydrogen,94920,2
2021,Q4,PHEV,94920,21
2021,Q4,Electric,94923,1
2021,Q4,Electric,94924,1
2021,Q4,Electric,94925,38
2021,Q4,PHEV,94925,7
2021,Q4,Electric,94928,29
2021,Q4,PHEV,94928,10
2021,Q4,Electric,94930,14
2021,Q4,PHEV,94930,5
2021,Q4,Electric,94931,4
2021,Q4,PHEV,94931,3
2021,Q4,Electric,94933,4
2021,Q4,Electric,94937,3
2021,Q4,PHEV,94937,3
2021,Q4,Electric,94938,1
2021,Q4,Electric,94939,23
2021,Q4,PHEV,94939,7
2021,Q4,Electric,94941,118
2021,Q4,PHEV,94941,32
2021,Q4,Electric,94945,31
2021,Q4,PHEV,94945,7
2021,Q4,Electric,94947,40
2021,Q4,PHEV,94947,13
2021,Q4,Electric,94949,32
2021,Q4,PHEV,94949,7
2021,Q4,Electric,94951,10
2021,Q4,PHEV,94951,1
2021,Q4,Electric,94952,43
2021,Q4,PHEV,94952,10
2021,Q4,Electric,94954,38
2021,Q4,PHEV,94954,10
2021,Q4,Electric,94956,1
2021,Q4,PHEV,94956,1
2021,Q4,Electric,94957,10
2021,Q4,PHEV,94957,2
2021,Q4,Electric,94960,41
2021,Q4,PHEV,94960,17
2021,Q4,Electric,94963,2
2021,Q4,Electric,94965,17
2021,Q4,Hydrogen,94965,1
2021,Q4,PHEV,94965,6
2021,Q4,Electric,94973,2
2021,Q4,PHEV,94976,1
2021,Q4,Electric,95001,1
2021,Q4,Electric,95002,1
2021,Q4,Electric,95003,36
2021,Q4,PHEV,95003,6
2021,Q4,Electric,95004,1
2021,Q4,Electric,95005,4
2021,Q4,PHEV,95005,1
2021,Q4,Electric,95006,6
2021,Q4,PHEV,95006,5
2021,Q4,PHEV,95007,1
2021,Q4,Electric,95008,95
2021,Q4,Hydrogen,95008,2
2021,Q4,PHEV,95008,24
2021,Q4,Electric,95010,4
2021,Q4,PHEV,95010,2
2021,Q4,Electric,95012,4
2021,Q4,Electric,95014,217
2021,Q4,Hydrogen,95014,9
2021,Q4,PHEV,95014,32
2021,Q4,PHEV,95017,1
2021,Q4,Electric,95018,3
2021,Q4,PHEV,95018,1
2021,Q4,PHEV,95019,2
2021,Q4,Electric,95020,96
2021,Q4,Hydrogen,95020,1
2021,Q4,PHEV,95020,19
2021,Q4,Electric,95023,47
2021,Q4,PHEV,95023,11
2021,Q4,Electric,95030,48
2021,Q4,PHEV,95030,7
2021,Q4,Electric,95032,107
2021,Q4,Hydrogen,95032,1
2021,Q4,PHEV,95032,21
2021,Q4,Electric,95033,28
2021,Q4,PHEV,95033,3
2021,Q4,Electric,95035,232
2021,Q4,Hydrogen,95035,2
2021,Q4,PHEV,95035,22
2021,Q4,Electric,95037,136
2021,Q4,Hydrogen,95037,1
2021,Q4,PHEV,95037,18
2021,Q4,PHEV,95039,1
2021,Q4,Electric,95045,6
2021,Q4,PHEV,95045,2
2021,Q4,Electric,95046,10
2021,Q4,Electric,95050,63
2021,Q4,Hydrogen,95050,1
2021,Q4,PHEV,95050,7
2021,Q4,Electric,95051,160
2021,Q4,Hydrogen,95051,3
2021,Q4,PHEV,95051,26
2021,Q4,Electric,95054,85
2021,Q4,Hydrogen,95054,1
2021,Q4,PHEV,95054,5
2021,Q4,Electric,95060,71
2021,Q4,Hydrogen,95060,2
2021,Q4,PHEV,95060,13
2021,Q4,Electric,95062,28
2021,Q4,PHEV,95062,14
2021,Q4,Electric,95064,1
2021,Q4,Electric,95065,16
2021,Q4,Hydrogen,95065,1
2021,Q4,PHEV,95065,2
2021,Q4,Electric,95066,24
2021,Q4,PHEV,95066,6
2021,Q4,Electric,95067,1
2021,Q4,Electric,95070,130
2021,Q4,Hydrogen,95070,6
2021,Q4,PHEV,95070,16
2021,Q4,PHEV,95071,1
2021,Q4,Electric,95073,6
2021,Q4,PHEV,95073,2
2021,Q4,Electric,95076,39
2021,Q4,PHEV,95076,7
2021,Q4,Electric,95110,27
2021,Q4,PHEV,95110,5
2021,Q4,Electric,95111,65
2021,Q4,Hydrogen,95111,4
2021,Q4,PHEV,95111,11
2021,Q4,Electric,95112,82
2021,Q4,Hydrogen,95112,1
2021,Q4,PHEV,95112,12
2021,Q4,Electric,95113,15
2021,Q4,Electric,95116,27
2021,Q4,Hydrogen,95116,1
2021,Q4,PHEV,95116,5
2021,Q4,Electric,95117,41
2021,Q4,Hydrogen,95117,1
2021,Q4,PHEV,95117,7
2021,Q4,Electric,95118,82
2021,Q4,Hydrogen,95118,1
2021,Q4,PHEV,95118,14
2021,Q4,Electric,95119,17
2021,Q4,PHEV,95119,7
2021,Q4,Electric,95120,163
2021,Q4,Hydrogen,95120,5
2021,Q4,PHEV,95120,33
2021,Q4,Electric,95121,67
2021,Q4,Hydrogen,95121,2
2021,Q4,PHEV,95121,6
2021,Q4,Electric,95122,52
2021,Q4,Hydrogen,95122,4
2021,Q4,PHEV,95122,6
2021,Q4,Electric,95123,117
2021,Q4,Hydrogen,95123,4
2021,Q4,PHEV,95123,20
2021,Q4,Electric,95124,116
2021,Q4,Hydrogen,95124,1
2021,Q4,PHEV,95124,25
2021,Q4,Electric,95125,152
2021,Q4,PHEV,95125,14
2021,Q4,Electric,95126,60
2021,Q4,Hydrogen,95126,2
2021,Q4,PHEV,95126,13
2021,Q4,Electric,95127,55
2021,Q4,Hydrogen,95127,4
2021,Q4,PHEV,95127,6
2021,Q4,Electric,95128,49
2021,Q4,Hydrogen,95128,1
2021,Q4,PHEV,95128,10
2021,Q4,Electric,95129,110
2021,Q4,Hydrogen,95129,2
2021,Q4,PHEV,95129,11
2021,Q4,Electric,95130,42
2021,Q4,Hydrogen,95130,3
2021,Q4,PHEV,95130,9
2021,Q4,Electric,95131,86
2021,Q4,Hydrogen,95131,4
2021,Q4,PHEV,95131,6
2021,Q4,Electric,95132,71
2021,Q4,Hydrogen,95132,1
2021,Q4,PHEV,95132,8
2021,Q4,Electric,95133,58
2021,Q4,Hydrogen,95133,1
2021,Q4,PHEV,95133,10
2021,Q4,Electric,95134,113
2021,Q4,PHEV,95134,10
2021,Q4,Electric,95135,75
2021,Q4,PHEV,95135,11
2021,Q4,Electric,95136,96
2021,Q4,Hydrogen,95136,2
2021,Q4,PHEV,95136,14
2021,Q4,Electric,95138,94
2021,Q4,Hydrogen,95138,1
2021,Q4,PHEV,95138,8
2021,Q4,Electric,95139,16
2021,Q4,PHEV,95139,3
2021,Q4,Electric,95148,95
2021,Q4,Hydrogen,95148,5
2021,Q4,PHEV,95148,9
2021,Q4,Electric,95161,1
2021,Q4,PHEV,95202,1
2021,Q4,Electric,95203,1
2021,Q4,Electric,95204,8
2021,Q4,PHEV,95204,3
2021,Q4,Electric,95205,4
2021,Q4,Electric,95206,23
2021,Q4,PHEV,95206,3
2021,Q4,Electric,95207,14
2021,Q4,PHEV,95207,3
2021,Q4,Electric,95209,29
2021,Q4,PHEV,95209,6
2021,Q4,Electric,95210,15
2021,Q4,Electric,95212,45
2021,Q4,PHEV,95212,4
2021,Q4,Electric,95215,6
2021,Q4,PHEV,95215,1
2021,Q4,Electric,95219,36
2021,Q4,PHEV,95219,8
2021,Q4,Electric,95220,1
2021,Q4,Electric,95222,1
2021,Q4,PHEV,95222,1
2021,Q4,PHEV,95223,1
2021,Q4,Electric,95228,6
2021,Q4,PHEV,95228,1
2021,Q4,Electric,95230,1
2021,Q4,PHEV,95230,1
2021,Q4,Electric,95231,3
2021,Q4,PHEV,95231,1
2021,Q4,Electric,95236,1
2021,Q4,Electric,95240,9
2021,Q4,PHEV,95240,5
2021,Q4,Electric,95242,36
2021,Q4,PHEV,95242,6
2021,Q4,Electric,95245,2
2021,Q4,Electric,95252,4
2021,Q4,PHEV,95252,3
2021,Q4,Electric,95254,1
2021,Q4,Electric,95258,5
2021,Q4,PHEV,95258,2
2021,Q4,Electric,95301,13
2021,Q4,PHEV,95301,7
2021,Q4,Electric,95303,2
2021,Q4,Electric,95304,18
2021,Q4,PHEV,95304,2
2021,Q4,Electric,95307,11
2021,Q4,PHEV,95307,4
2021,Q4,Electric,95315,4
2021,Q4,Electric,95316,2
2021,Q4,Electric,95320,2
2021,Q4,Electric,95321,2
2021,Q4,PHEV,95321,1
2021,Q4,Electric,95322,1
2021,Q4,Electric,95324,3
2021,Q4,PHEV,95326,5
2021,Q4,PHEV,95327,2
2021,Q4,Electric,95328,1
2021,Q4,Electric,95330,68
2021,Q4,PHEV,95330,10
2021,Q4,Electric,95334,2
2021,Q4,PHEV,95334,2
2021,Q4,Electric,95335,1
2021,Q4,Electric,95336,19
2021,Q4,PHEV,95336,2
2021,Q4,Electric,95337,55
2021,Q4,Hydrogen,95337,1
2021,Q4,PHEV,95337,11
2021,Q4,Electric,95338,1
2021,Q4,PHEV,95338,2
2021,Q4,Electric,95340,7
2021,Q4,PHEV,95340,2
2021,Q4,Electric,95341,7
2021,Q4,PHEV,95341,2
2021,Q4,Electric,95348,11
2021,Q4,PHEV,95348,7
2021,Q4,Electric,95350,20
2021,Q4,PHEV,95350,4
2021,Q4,Electric,95351,8
2021,Q4,PHEV,95351,2
2021,Q4,PHEV,95352,1
2021,Q4,Electric,95354,9
2021,Q4,PHEV,95354,2
2021,Q4,Electric,95355,33
2021,Q4,Hydrogen,95355,1
2021,Q4,PHEV,95355,9
2021,Q4,Electric,95356,26
2021,Q4,PHEV,95356,2
2021,Q4,Electric,95357,7
2021,Q4,PHEV,95357,1
2021,Q4,Electric,95358,2
2021,Q4,PHEV,95358,2
2021,Q4,Electric,95360,2
2021,Q4,PHEV,95360,1
2021,Q4,Electric,95361,20
2021,Q4,PHEV,95361,3
2021,Q4,Electric,95363,20
2021,Q4,Hydrogen,95363,1
2021,Q4,PHEV,95363,5
2021,Q4,Electric,95365,1
2021,Q4,Electric,95366,21
2021,Q4,PHEV,95366,3
2021,Q4,Electric,95367,6
2021,Q4,PHEV,95367,2
2021,Q4,Electric,95368,9
2021,Q4,PHEV,95368,2
2021,Q4,Electric,95370,8
2021,Q4,PHEV,95370,4
2021,Q4,PHEV,95372,4
2021,Q4,Electric,95376,48
2021,Q4,Hydrogen,95376,1
2021,Q4,PHEV,95376,8
2021,Q4,Electric,95377,85
2021,Q4,PHEV,95377,10
2021,Q4,Electric,95379,1
2021,Q4,Electric,95380,19
2021,Q4,PHEV,95380,2
2021,Q4,Electric,95382,32
2021,Q4,PHEV,95382,2
2021,Q4,Electric,95383,2
2021,Q4,PHEV,95383,1
2021,Q4,Electric,95386,3
2021,Q4,Electric,95388,1
2021,Q4,PHEV,95388,2
2021,Q4,Electric,95391,102
2021,Q4,PHEV,95391,12
2021,Q4,Electric,95401,21
2021,Q4,PHEV,95401,5
2021,Q4,Electric,95403,41
2021,Q4,PHEV,95403,6
2021,Q4,Electric,95404,34
2021,Q4,PHEV,95404,12
2021,Q4,Electric,95405,24
2021,Q4,PHEV,95405,5
2021,Q4,Electric,95407,17
2021,Q4,PHEV,95407,8
2021,Q4,Electric,95409,25
2021,Q4,PHEV,95409,8
2021,Q4,Electric,95410,3
2021,Q4,Electric,95412,1
2021,Q4,Electric,95415,1
2021,Q4,PHEV,95418,1
2021,Q4,Electric,95420,1
2021,Q4,Electric,95421,5
2021,Q4,Electric,95422,1
2021,Q4,PHEV,95422,1
2021,Q4,PHEV,95423,2
2021,Q4,Electric,95425,5
2021,Q4,PHEV,95425,1
2021,Q4,Electric,95426,1
2021,Q4,PHEV,95426,1
2021,Q4,Electric,95428,1
2021,Q4,PHEV,95428,1
2021,Q4,Electric,95432,1
2021,Q4,Electric,95436,2
2021,Q4,PHEV,95436,2
2021,Q4,Electric,95437,2
2021,Q4,PHEV,95437,1
2021,Q4,Electric,95441,1
2021,Q4,Electric,95442,3
2021,Q4,PHEV,95442,2
2021,Q4,Electric,95443,1
2021,Q4,Electric,95444,1
2021,Q4,PHEV,95444,2
2021,Q4,Electric,95445,2
2021,Q4,Electric,95446,4
2021,Q4,Electric,95448,22
2021,Q4,PHEV,95448,7
2021,Q4,Electric,95449,1
2021,Q4,Electric,95450,2
2021,Q4,Electric,95451,3
2021,Q4,Electric,95452,2
2021,Q4,PHEV,95452,1
2021,Q4,Electric,95453,3
2021,Q4,Electric,95460,2
2021,Q4,PHEV,95460,2
2021,Q4,Electric,95462,3
2021,Q4,PHEV,95462,1
2021,Q4,Electric,95465,3
2021,Q4,PHEV,95465,1
2021,Q4,Electric,95467,2
2021,Q4,PHEV,95467,1
2021,Q4,Electric,95469,1
2021,Q4,Electric,95470,2
2021,Q4,PHEV,95470,1
2021,Q4,Electric,95472,31
2021,Q4,PHEV,95472,14
2021,Q4,PHEV,95473,1
2021,Q4,Electric,95476,43
2021,Q4,PHEV,95476,9
2021,Q4,Electric,95482,10
2021,Q4,PHEV,95482,3
2021,Q4,Electric,95486,1
2021,Q4,Electric,95490,1
2021,Q4,PHEV,95490,1
2021,Q4,Electric,95492,15
2021,Q4,PHEV,95492,6
2021,Q4,Electric,95497,3
2021,Q4,Electric,95501,2
2021,Q4,PHEV,95501,4
2021,Q4,PHEV,95502,1
2021,Q4,Electric,95503,7
2021,Q4,PHEV,95503,6
2021,Q4,Electric,95519,8
2021,Q4,PHEV,95519,4
2021,Q4,Electric,95521,7
2021,Q4,PHEV,95521,2
2021,Q4,Electric,95524,1
2021,Q4,PHEV,95524,1
2021,Q4,PHEV,95525,2
2021,Q4,Electric,95527,1
2021,Q4,Electric,95528,1
2021,Q4,PHEV,95528,1
2021,Q4,Electric,95531,3
2021,Q4,PHEV,95531,3
2021,Q4,Electric,95540,2
2021,Q4,PHEV,95540,3
2021,Q4,Electric,95549,1
2021,Q4,PHEV,95549,1
2021,Q4,Electric,95570,1
2021,Q4,PHEV,95570,4
2021,Q4,Electric,95589,1
2021,Q4,Electric,95602,15
2021,Q4,PHEV,95602,3
2021,Q4,Electric,95603,21
2021,Q4,PHEV,95603,5
2021,Q4,PHEV,95604,1
2021,Q4,Electric,95605,6
2021,Q4,Hydrogen,95605,1
2021,Q4,Electric,95608,34
2021,Q4,Hydrogen,95608,1
2021,Q4,PHEV,95608,7
2021,Q4,Electric,95610,13
2021,Q4,Hydrogen,95610,1
2021,Q4,PHEV,95610,6
2021,Q4,PHEV,95613,1
2021,Q4,Electric,95614,1
2021,Q4,Electric,95615,1
2021,Q4,Electric,95616,45
2021,Q4,Hydrogen,95616,1
2021,Q4,PHEV,95616,16
2021,Q4,Hydrogen,95617,1
2021,Q4,Electric,95618,37
2021,Q4,Hydrogen,95618,1
2021,Q4,PHEV,95618,8
2021,Q4,Electric,95619,3
2021,Q4,PHEV,95619,1
2021,Q4,Electric,95620,14
2021,Q4,PHEV,95620,3
2021,Q4,Electric,95621,11
2021,Q4,Hydrogen,95621,1
2021,Q4,PHEV,95621,7
2021,Q4,Electric,95624,94
2021,Q4,Hydrogen,95624,1
2021,Q4,PHEV,95624,18
2021,Q4,Electric,95626,4
2021,Q4,PHEV,95626,3
2021,Q4,Electric,95628,33
2021,Q4,Hydrogen,95628,1
2021,Q4,PHEV,95628,9
2021,Q4,Electric,95629,1
2021,Q4,Electric,95630,137
2021,Q4,PHEV,95630,25
2021,Q4,Electric,95631,5
2021,Q4,Electric,95632,10
2021,Q4,PHEV,95632,1
2021,Q4,Electric,95633,2
2021,Q4,PHEV,95633,1
2021,Q4,Electric,95637,1
2021,Q4,PHEV,95638,1
2021,Q4,PHEV,95639,1
2021,Q4,Electric,95640,2
2021,Q4,PHEV,95640,2
2021,Q4,Electric,95642,5
2021,Q4,PHEV,95642,1
2021,Q4,Electric,95648,63
2021,Q4,PHEV,95648,16
2021,Q4,Electric,95650,16
2021,Q4,PHEV,95650,2
2021,Q4,Electric,95655,7
2021,Q4,Hydrogen,95655,1
2021,Q4,PHEV,95655,1
2021,Q4,Electric,95656,1
2021,Q4,Electric,95658,4
2021,Q4,PHEV,95658,5
2021,Q4,Electric,95660,7
2021,Q4,PHEV,95660,4
2021,Q4,Electric,95661,42
2021,Q4,PHEV,95661,6
2021,Q4,Electric,95662,17
2021,Q4,PHEV,95662,7
2021,Q4,Electric,95663,6
2021,Q4,PHEV,95663,1
2021,Q4,Electric,95664,1
2021,Q4,Electric,95665,1
2021,Q4,PHEV,95665,1
2021,Q4,Electric,95666,1
2021,Q4,Electric,95667,17
2021,Q4,PHEV,95667,6
2021,Q4,Electric,95669,1
2021,Q4,PHEV,95669,1
2021,Q4,Electric,95670,39
2021,Q4,PHEV,95670,11
2021,Q4,Electric,95672,3
2021,Q4,PHEV,95672,3
2021,Q4,Electric,95673,3
2021,Q4,PHEV,95673,1
2021,Q4,Electric,95677,36
2021,Q4,PHEV,95677,2
2021,Q4,Electric,95678,35
2021,Q4,Hydrogen,95678,1
2021,Q4,PHEV,95678,10
2021,Q4,Electric,95681,1
2021,Q4,Electric,95682,13
2021,Q4,PHEV,95682,6
2021,Q4,Electric,95683,9
2021,Q4,Electric,95685,4
2021,Q4,PHEV,95685,1
2021,Q4,Electric,95686,1
2021,Q4,Electric,95687,50
2021,Q4,PHEV,95687,14
2021,Q4,Electric,95688,34
2021,Q4,PHEV,95688,12
2021,Q4,Electric,95690,1
2021,Q4,Electric,95691,44
2021,Q4,Hydrogen,95691,2
2021,Q4,PHEV,95691,9
2021,Q4,Electric,95692,3
2021,Q4,Electric,95693,9
2021,Q4,PHEV,95693,1
2021,Q4,Electric,95694,1
2021,Q4,PHEV,95694,1
2021,Q4,Electric,95695,11
2021,Q4,PHEV,95695,8
2021,Q4,Electric,95701,1
2021,Q4,Electric,95703,2
2021,Q4,PHEV,95703,1
2021,Q4,Electric,95709,2
2021,Q4,PHEV,95709,1
2021,Q4,Electric,95713,4
2021,Q4,PHEV,95713,3
2021,Q4,Electric,95722,8
2021,Q4,Electric,95726,3
2021,Q4,PHEV,95726,3
2021,Q4,PHEV,95736,1
2021,Q4,Electric,95742,45
2021,Q4,Hydrogen,95742,2
2021,Q4,PHEV,95742,9
2021,Q4,Electric,95746,49
2021,Q4,PHEV,95746,7
2021,Q4,Electric,95747,165
2021,Q4,Hydrogen,95747,1
2021,Q4,PHEV,95747,27
2021,Q4,Electric,95757,109
2021,Q4,PHEV,95757,14
2021,Q4,Electric,95758,57
2021,Q4,PHEV,95758,18
2021,Q4,Electric,95762,115
2021,Q4,PHEV,95762,24
2021,Q4,Electric,95765,84
2021,Q4,PHEV,95765,20
2021,Q4,Electric,95776,25
2021,Q4,Hydrogen,95776,2
2021,Q4,PHEV,95776,4
2021,Q4,Electric,95811,4
2021,Q4,PHEV,95811,8
2021,Q4,Electric,95814,6
2021,Q4,PHEV,95814,2
2021,Q4,Electric,95815,7
2021,Q4,PHEV,95815,1
2021,Q4,Electric,95816,20
2021,Q4,PHEV,95816,3
2021,Q4,Electric,95817,9
2021,Q4,PHEV,95817,3
2021,Q4,Electric,95818,28
2021,Q4,PHEV,95818,8
2021,Q4,Electric,95819,34
2021,Q4,PHEV,95819,8
2021,Q4,Electric,95820,11
2021,Q4,PHEV,95820,3
2021,Q4,Electric,95821,19
2021,Q4,Hydrogen,95821,1
2021,Q4,PHEV,95821,8
2021,Q4,Electric,95822,21
2021,Q4,PHEV,95822,5
2021,Q4,Electric,95823,16
2021,Q4,PHEV,95823,3
2021,Q4,Electric,95824,7
2021,Q4,PHEV,95824,3
2021,Q4,Electric,95825,11
2021,Q4,Hydrogen,95825,1
2021,Q4,PHEV,95825,5
2021,Q4,Electric,95826,16
2021,Q4,PHEV,95826,4
2021,Q4,Electric,95827,7
2021,Q4,PHEV,95827,4
2021,Q4,Electric,95828,25
2021,Q4,PHEV,95828,4
2021,Q4,Electric,95829,50
2021,Q4,PHEV,95829,6
2021,Q4,Electric,95830,1
2021,Q4,Electric,95831,42
2021,Q4,PHEV,95831,5
2021,Q4,Electric,95833,17
2021,Q4,PHEV,95833,1
2021,Q4,Electric,95834,51
2021,Q4,Hydrogen,95834,1
2021,Q4,PHEV,95834,9
2021,Q4,Electric,95835,60
2021,Q4,Hydrogen,95835,2
2021,Q4,PHEV,95835,14
2021,Q4,Electric,95837,2
2021,Q4,Electric,95838,5
2021,Q4,PHEV,95838,7
2021,Q4,Electric,95841,10
2021,Q4,PHEV,95841,10
2021,Q4,Electric,95842,7
2021,Q4,Electric,95843,30
2021,Q4,Hydrogen,95843,2
2021,Q4,PHEV,95843,10
2021,Q4,Electric,95864,30
2021,Q4,PHEV,95864,8
2021,Q4,PHEV,95865,1
2021,Q4,Electric,95901,9
2021,Q4,PHEV,95901,3
2021,Q4,Electric,95912,2
2021,Q4,PHEV,95912,1
2021,Q4,Electric,95914,1
2021,Q4,PHEV,95925,1
2021,Q4,Electric,95926,10
2021,Q4,PHEV,95926,8
2021,Q4,Electric,95927,1
2021,Q4,Electric,95928,8
2021,Q4,PHEV,95928,5
2021,Q4,Electric,95932,2
2021,Q4,Electric,95938,1
2021,Q4,Electric,95945,6
2021,Q4,PHEV,95945,3
2021,Q4,Electric,95946,7
2021,Q4,PHEV,95948,1
2021,Q4,Electric,95949,6
2021,Q4,Hydrogen,95949,1
2021,Q4,PHEV,95949,5
2021,Q4,Electric,95951,1
2021,Q4,Electric,95953,3
2021,Q4,PHEV,95954,1
2021,Q4,Electric,95959,10
2021,Q4,PHEV,95959,3
2021,Q4,Electric,95961,22
2021,Q4,PHEV,95961,3
2021,Q4,Electric,95963,3
2021,Q4,PHEV,95963,2
2021,Q4,Electric,95965,1
2021,Q4,PHEV,95965,4
2021,Q4,Electric,95966,5
2021,Q4,Electric,95969,3
2021,Q4,PHEV,95969,1
2021,Q4,Electric,95971,1
2021,Q4,Electric,95973,12
2021,Q4,PHEV,95973,8
2021,Q4,Electric,95975,1
2021,Q4,PHEV,95977,1
2021,Q4,Electric,95982,1
2021,Q4,Electric,95987,2
2021,Q4,Electric,95988,1
2021,Q4,PHEV,95988,1
2021,Q4,Electric,95991,16
2021,Q4,PHEV,95991,2
2021,Q4,PHEV,95992,1
2021,Q4,Electric,95993,32
2021,Q4,PHEV,95993,5
2021,Q4,Electric,96001,9
2021,Q4,PHEV,96001,6
2021,Q4,Electric,96002,8
2021,Q4,PHEV,96002,7
2021,Q4,Electric,96003,23
2021,Q4,PHEV,96003,6
2021,Q4,Electric,96007,4
2021,Q4,PHEV,96007,1
2021,Q4,Electric,96008,2
2021,Q4,Electric,96015,1
2021,Q4,Electric,96019,2
2021,Q4,PHEV,96019,1
2021,Q4,Electric,96021,2
2021,Q4,Electric,96022,3
2021,Q4,PHEV,96022,2
2021,Q4,PHEV,96024,1
2021,Q4,Electric,96025,1
2021,Q4,Electric,96028,1
2021,Q4,Electric,96035,1
2021,Q4,PHEV,96039,1
2021,Q4,PHEV,96055,2
2021,Q4,Electric,96062,1
2021,Q4,PHEV,96062,1
2021,Q4,Electric,96067,2
2021,Q4,PHEV,96067,2
2021,Q4,PHEV,96069,1
2021,Q4,Electric,96073,2
2021,Q4,PHEV,96073,1
2021,Q4,Electric,96080,3
2021,Q4,PHEV,96080,4
2021,Q4,Electric,96087,1
2021,Q4,PHEV,96087,1
2021,Q4,Electric,96088,2
2021,Q4,Electric,96094,1
2021,Q4,PHEV,96094,2
2021,Q4,Electric,96096,1
2021,Q4,Electric,96097,1
2021,Q4,PHEV,96097,1
2021,Q4,Electric,96103,1
2021,Q4,Electric,96105,1
2021,Q4,Electric,96111,1
2021,Q4,Electric,96122,2
2021,Q4,PHEV,96122,2
2021,Q4,Electric,96130,1
2021,Q4,Electric,96134,1
2021,Q4,Electric,96137,1
2021,Q4,PHEV,96140,1
2021,Q4,Electric,96141,1
2021,Q4,PHEV,96142,1
2021,Q4,Electric,96143,1
2021,Q4,Electric,96145,3
2021,Q4,PHEV,96145,1
2021,Q4,PHEV,96146,2
2021,Q4,Electric,96148,1
2021,Q4,Electric,96150,9
2021,Q4,PHEV,96150,6
2021,Q4,PHEV,96160,2
2021,Q4,Electric,96161,24
2021,Q4,PHEV,96161,13
2021,Q4,Electric,99999,125
2021,Q4,Hydrogen,99999,1
2021,Q4,PHEV,99999,682
2022,Q1,Electric,90001,11
2022,Q1,Hydrogen,90001,1
2022,Q1,PHEV,90001,3
2022,Q1,Electric,90002,11
2022,Q1,PHEV,90002,3
2022,Q1,Electric,90003,11
2022,Q1,PHEV,90003,2
2022,Q1,Electric,90004,81
2022,Q1,PHEV,90004,19
2022,Q1,Electric,90005,49
2022,Q1,PHEV,90005,6
2022,Q1,Electric,90006,23
2022,Q1,Hydrogen,90006,1
2022,Q1,PHEV,90006,5
2022,Q1,Electric,90007,15
2022,Q1,PHEV,90007,3
2022,Q1,Electric,90008,28
2022,Q1,PHEV,90008,5
2022,Q1,Electric,90010,47
2022,Q1,Hydrogen,90010,1
2022,Q1,PHEV,90010,5
2022,Q1,Electric,90011,12
2022,Q1,Hydrogen,90011,1
2022,Q1,PHEV,90011,6
2022,Q1,Electric,90012,46
2022,Q1,PHEV,90012,5
2022,Q1,Electric,90013,26
2022,Q1,PHEV,90013,3
2022,Q1,Electric,90014,21
2022,Q1,PHEV,90014,5
2022,Q1,Electric,90015,42
2022,Q1,PHEV,90015,7
2022,Q1,Electric,90016,41
2022,Q1,PHEV,90016,12
2022,Q1,Electric,90017,46
2022,Q1,PHEV,90017,8
2022,Q1,Electric,90018,31
2022,Q1,PHEV,90018,6
2022,Q1,Electric,90019,87
2022,Q1,PHEV,90019,19
2022,Q1,Electric,90020,37
2022,Q1,PHEV,90020,5
2022,Q1,Electric,90021,6
2022,Q1,PHEV,90021,4
2022,Q1,Electric,90022,10
2022,Q1,Hydrogen,90022,1
2022,Q1,PHEV,90022,7
2022,Q1,Electric,90023,8
2022,Q1,PHEV,90023,4
2022,Q1,Electric,90024,121
2022,Q1,Hydrogen,90024,2
2022,Q1,PHEV,90024,24
2022,Q1,Electric,90025,128
2022,Q1,PHEV,90025,17
2022,Q1,Electric,90026,80
2022,Q1,Hydrogen,90026,1
2022,Q1,PHEV,90026,19
2022,Q1,Electric,90027,86
2022,Q1,PHEV,90027,26
2022,Q1,Electric,90028,64
2022,Q1,Hydrogen,90028,1
2022,Q1,PHEV,90028,6
2022,Q1,Electric,90029,16
2022,Q1,PHEV,90029,5
2022,Q1,Electric,90031,26
2022,Q1,PHEV,90031,7
2022,Q1,Electric,90032,29
2022,Q1,PHEV,90032,11
2022,Q1,Electric,90033,10
2022,Q1,PHEV,90033,2
2022,Q1,Electric,90034,93
2022,Q1,PHEV,90034,21
2022,Q1,Electric,90035,80
2022,Q1,Hydrogen,90035,2
2022,Q1,PHEV,90035,15
2022,Q1,Electric,90036,108
2022,Q1,Hydrogen,90036,1
2022,Q1,PHEV,90036,26
2022,Q1,Electric,90037,17
2022,Q1,PHEV,90037,2
2022,Q1,Electric,90038,41
2022,Q1,Hydrogen,90038,1
2022,Q1,PHEV,90038,7
2022,Q1,Electric,90039,62
2022,Q1,Hydrogen,90039,1
2022,Q1,PHEV,90039,26
2022,Q1,Electric,90040,7
2022,Q1,PHEV,90040,4
2022,Q1,Electric,90041,46
2022,Q1,Hydrogen,90041,1
2022,Q1,PHEV,90041,17
2022,Q1,Electric,90042,75
2022,Q1,Hydrogen,90042,2
2022,Q1,PHEV,90042,18
2022,Q1,Electric,90043,41
2022,Q1,Hydrogen,90043,1
